,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,rating,G,PG,PG-13,R,unrated,superstar,years_old
2216,Color,John McNaughton,69.0,115.0,39.0,254.0,Robert Wagner,13000.0,29753944.0,Bill Murray,Wild Things ,90677,14275,Jeff Perry,3.0,http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389.0,English,USA,R,20000000.0,1998-01-01,481.0,6.5,R,0,0,0,1,0,0,18
2217,Color,Nelson McCormick,121.0,101.0,29.0,429.0,Paige Turco,812.0,29062561.0,Sela Ward,The Stepfather ,23424,3292,Skyler Samuels,0.0,http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,53681048.4,2009-01-01,533.0,5.6,PG-13,0,0,1,0,0,0,7
2218,Color,John Madden,258.0,113.0,108.0,22.0,Jesper Christensen,1000.0,31146570.0,Tom Wilkinson,The Debt ,55441,1136,Romi Aboulafia,3.0,http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165.0,English,USA,R,20000000.0,2010-01-01,100.0,6.9,R,0,0,0,1,0,0,6
2221,Color,John Schlesinger,31.0,101.0,154.0,497.0,Beverly D'Angelo,1000.0,53146000.0,Joe Mantegna,Eye for an Eye ,9845,3174,Philip Baker Hall,1.0,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77.0,English,USA,R,20000000.0,1996-01-01,816.0,6.1,R,0,0,0,1,0,0,20
2223,Color,Michel Gondry,273.0,108.0,1000.0,1000.0,Kirsten Dunst,14000.0,34126138.0,Kate Winslet,Eternal Sunshine of the Spotless Mind ,666937,19364,Tom Wilkinson,1.0,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514.0,English,USA,R,20000000.0,2004-01-01,4000.0,8.3,R,0,0,0,1,0,0,12
2224,Color,Andy Fickman,91.0,105.0,99.0,518.0,James Wolk,2000.0,25677801.0,Jamie Lee Curtis,You Again ,41273,4813,Christine Lakin,6.0,http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136.0,English,USA,PG,20000000.0,2010-01-01,938.0,5.8,PG,0,1,0,0,0,0,6
2225,Color,David Ayer,190.0,109.0,453.0,2000.0,Chris Evans,18000.0,26415649.0,Keanu Reeves,Street Kings ,94892,33878,Noel Gugliemi,4.0,http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189.0,English,USA,R,20000000.0,2008-01-01,11000.0,6.8,R,0,0,0,1,0,0,8
2227,Color,Andrew Fleming,93.0,99.0,26.0,650.0,Laura Harring,720.0,25584685.0,Kay Panabaker,Nancy Drew ,15877,3327,Tate Donovan,5.0,http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102.0,English,USA,PG,20000000.0,2007-01-01,669.0,5.9,PG,0,1,0,0,0,0,9
2229,Color,Jim Field Smith,180.0,104.0,14.0,756.0,Kim Shaw,2000.0,31584722.0,Mike Vogel,She's Out of My League ,101730,5707,Geoff Stults,1.0,http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000.0,2010-01-01,934.0,6.4,R,0,0,0,1,0,0,6
2231,Color,William Brent Bell,112.0,75.0,19.0,806.0,Frankie Muniz,1000.0,23078294.0,Adam Goldberg,Stay Alive ,25870,3590,Samaire Armstrong,0.0,http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000.0,2006-01-01,934.0,5.1,PG-13,0,0,1,0,0,0,10
2233,Color,Anthony Bell,84.0,90.0,0.0,518.0,Larry Miller,681.0,25077977.0,Kevin Sussman,Alpha and Omega ,10986,2486,Christine Lakin,0.0,http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84.0,English,USA,PG,20000000.0,2010-01-01,611.0,5.3,PG,0,1,0,0,0,0,6
2234,Color,Renny Harlin,120.0,97.0,212.0,637.0,Kyle Schmid,960.0,23292105.0,Laura Ramsey,The Covenant ,39541,3261,Toby Hemingway,0.0,http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334.0,English,USA,PG-13,20000000.0,2006-01-01,917.0,5.3,PG-13,0,0,1,0,0,0,10
2236,Color,Robert Rodriguez,103.0,89.0,0.0,470.0,Leo Howard,87000.0,20916309.0,Jimmy Bennett,Shorts ,5332,88422,Jake Short,4.0,http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37.0,English,USA,PG,40000000.0,2009-01-01,570.0,4.9,PG,0,1,0,0,0,1,7
2237,Color,Gus Van Sant,59.0,106.0,835.0,458.0,Wayne Knight,1000.0,21200000.0,Kurtwood Smith,To Die For ,34774,3598,Holland Taylor,0.0,http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162.0,English,USA,R,20000000.0,1995-01-01,967.0,6.8,R,0,0,0,1,0,0,21
2238,Color,Henry Joost,86.0,96.0,24.0,374.0,Marc John Jefferies,646.0,28876924.0,Samira Wiley,Nerve ,4303,1780,Emily Meade,0.0,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35.0,English,USA,PG-13,20000000.0,2016-01-01,441.0,7.1,PG-13,0,0,1,0,0,0,0
2239,Color,Ed Harris,190.0,115.0,0.0,107.0,James Gammon,10000.0,20207003.0,Viggo Mortensen,Appaloosa ,50198,10507,Tom Bower,0.0,http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202.0,English,USA,R,25078901.3,2008-01-01,311.0,6.8,R,0,0,0,1,0,0,8
2240,Color,John Carpenter,114.0,104.0,0.0,877.0,Cary-Hiroyuki Tagawa,2000.0,20241395.0,Sheryl Lee,Vampires ,42664,5123,Maximilian Schell,0.0,http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403.0,English,USA,R,20000000.0,1998-01-01,1000.0,6.1,R,0,0,0,1,0,0,18
2242, Black and White,Alfred Hitchcock,290.0,108.0,13000.0,285.0,Vera Miles,606.0,32000000.0,Janet Leigh,Psycho ,422432,1885,John Gavin,2.0,http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040.0,English,USA,R,806947.0,1960-01-01,332.0,8.5,R,0,0,0,1,0,0,56
2243,Color,Howard Deutch,80.0,112.0,41.0,490.0,Taran Killam,1000.0,19151864.0,Dane Cook,My Best Friend's Girl ,36983,3301,Riki Lindhome,3.0,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100.0,English,USA,R,40000000.0,2008-01-01,500.0,5.9,R,0,0,0,1,0,0,8
2244,Color,Shana Feste,98.0,104.0,19.0,942.0,Bruce Greenwood,15000.0,23393765.0,Alex Pettyfer,Endless Love ,31323,18760,Rhys Wakefield,0.0,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014-01-01,989.0,6.3,PG-13,0,0,1,0,0,0,2
2245,Color,Garry Marshall,88.0,113.0,0.0,949.0,Zachary Gordon,995.0,18882880.0,Hector Elizondo,Georgia Rule ,20539,4039,Jane Fonda,3.0,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125.0,English,USA,R,20000000.0,2007-01-01,975.0,5.9,R,0,0,0,1,0,0,9
2246,Color,Steve Rash,13.0,98.0,15.0,281.0,Adam Arkin,691.0,8500000.0,Mako,Under the Rainbow ,2061,1761,Billy Barty,0.0,http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34.0,English,USA,PG,20000000.0,1981-01-01,374.0,5.4,PG,0,1,0,0,0,0,35
2248,Color,Mark Steven Johnson,60.0,114.0,160.0,271.0,Jan Hooks,1000.0,18252684.0,Oliver Platt,Simon Birch ,18366,1816,Dana Ivey,2.0,http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219.0,English,USA,PG,30000000.0,1998-01-01,367.0,6.9,PG,0,1,0,0,0,0,18
2249,Color,Mike Binder,154.0,124.0,57.0,905.0,Don Cheadle,11000.0,19661987.0,Adam Sandler,Reign Over Me ,83786,17050,John de Lancie,2.0,http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231.0,English,USA,R,20000000.0,2007-01-01,3000.0,7.5,R,0,0,0,1,0,0,9
2250,Color,Sean Penn,274.0,148.0,0.0,826.0,William Hurt,17000.0,18352454.0,Kristen Stewart,Into the Wild ,426359,18752,Hal Holbrook,0.0,http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760.0,English,USA,R,15000000.0,2007-01-01,882.0,8.2,R,0,0,0,1,0,0,9
2251,Color,Todd Phillips,110.0,108.0,480.0,579.0,Sarah Silverman,970.0,17803796.0,Jon Heder,School for Scoundrels ,26100,4374,Jacinda Barrett,1.0,http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,20000000.0,2006-01-01,931.0,5.9,PG-13,0,0,1,0,0,0,10
2253,Color,Robert Rodriguez,165.0,108.0,0.0,844.0,Salma Hayek,16000.0,25753840.0,Quentin Tarantino,From Dusk Till Dawn ,219091,23296,Cheech Marin,2.0,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592.0,English,USA,R,19000000.0,1996-01-01,4000.0,7.3,R,0,0,0,1,0,0,20
2254,Color,Frank Nissen,45.0,68.0,0.0,253.0,Brenda Blethyn,304.0,18081626.0,Kath Soucie,Pooh's Heffalump Movie ,4180,861,John Fiedler,0.0,http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32.0,English,USA,G,20000000.0,2005-01-01,286.0,6.4,G,1,0,0,0,0,0,11
2255,Color,Jodie Foster,45.0,103.0,0.0,801.0,Holly Hunter,21000.0,17518220.0,Robert Downey Jr.,Home for the Holidays ,9105,25263,Steve Guttenberg,1.0,http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,1995-01-01,1000.0,6.6,PG-13,0,0,1,0,0,0,21
2258,Color,Peter Hastings,43.0,88.0,0.0,939.0,Alex Rocco,3000.0,16988996.0,Haley Joel Osment,The Country Bears ,3875,8189,Stephen Root,1.0,http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75.0,English,USA,G,35000000.0,2002-01-01,968.0,4.0,G,1,0,0,0,0,0,14
2259,Color,Marc Forster,201.0,128.0,395.0,161.0,Shaun Toub,283.0,15797907.0,Mustafa Haidari,The Kite Runner ,68119,904,Khalid Abdalla,0.0,http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230.0,Dari,USA,PG-13,20000000.0,2007-01-01,206.0,7.6,PG-13,0,0,1,0,0,0,9
2260,Color,Alejandro G. Iñárritu,192.0,124.0,0.0,430.0,Eddie Marsan,6000.0,16248701.0,Naomi Watts,21 Grams ,189683,7567,Danny Huston,0.0,http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559.0,English,USA,R,20000000.0,2003-01-01,979.0,7.7,R,0,0,0,1,0,0,13
2261,Color,Paul Abascal,77.0,84.0,2.0,472.0,Tom Hollander,787.0,15712072.0,Cole Hauser,Paparazzi ,13210,2915,Kelly Carlson,0.0,http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,20000000.0,2004-01-01,555.0,5.8,PG-13,0,0,1,0,0,0,12
2262,Color,Catherine Hardwicke,350.0,122.0,308.0,10000.0,Taylor Lautner,17000.0,191449475.0,Kristen Stewart,Twilight ,348010,44061,Anna Kendrick,1.0,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,PG-13,37000000.0,2008-01-01,12000.0,5.2,PG-13,0,0,1,0,0,0,8
2263,Color,Chris Koch,81.0,101.0,13.0,499.0,Lochlyn Munro,651.0,15408822.0,Thomas Lennon,A Guy Thing ,14147,2698,James Brolin,3.0,http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,20000000.0,2003-01-01,555.0,5.6,PG-13,0,0,1,0,0,0,13
2264,Color,Amy Heckerling,81.0,98.0,143.0,153.0,Robert Miano,302.0,15464026.0,Andy Dick,Loser ,23076,1189,Zak Orth,2.0,http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158.0,English,USA,PG-13,20000000.0,2000-01-01,216.0,5.3,PG-13,0,0,1,0,0,0,16
2265,Color,Michael Moore,222.0,105.0,909.0,173.0,Michael Moore,1000.0,14359793.0,Ronald Reagan,Capitalism: A Love Story ,35137,2327,Bernie Sanders,0.0,http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188.0,English,USA,R,25078901.3,2009-01-01,909.0,7.4,R,0,0,0,1,0,0,7
2266,Color,George Stevens,27.0,225.0,126.0,202.0,Carroll Baker,940.0,8000000.0,Martin Landau,The Greatest Story Ever Told ,6484,1934,José Ferrer,6.0,http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100.0,English,USA,G,20000000.0,1965-01-01,208.0,6.6,G,1,0,0,0,0,0,51
2268,Color,Jason Friedberg,111.0,88.0,82.0,329.0,Tony Cox,869.0,14174654.0,Carmen Electra,Disaster Movie ,74945,2857,Ike Barinholtz,0.0,http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,359.0,English,USA,PG-13,25000000.0,2008-01-01,624.0,1.9,PG-13,0,0,1,0,0,0,8
2269,Color,Nimród Antal,107.0,88.0,190.0,163.0,Fred Ward,137000.0,15988876.0,Andrew Fiscella,Armored ,26236,137712,Lorna Raver,6.0,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,27000000.0,2009-01-01,459.0,5.7,PG-13,0,0,1,0,0,1,7
2270,Color,Jon Amiel,34.0,94.0,36.0,507.0,Peter Gallagher,13000.0,13801755.0,Bill Murray,The Man Who Knew Too Little ,23928,15183,Joanne Whalley,1.0,http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100.0,English,USA,PG,20000000.0,1997-01-01,828.0,6.6,PG,0,1,0,0,0,0,19
2271,Color,Mark Mylod,151.0,117.0,20.0,783.0,Ari Graynor,11000.0,13987482.0,Chris Evans,What's Your Number? ,58957,15713,Ed Begley Jr.,1.0,http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91.0,English,USA,R,20000000.0,2011-01-01,904.0,6.0,R,0,0,0,1,0,0,5
2273,Color,Barry Levinson,76.0,99.0,272.0,62.0,Ariel Gade,1000.0,12181484.0,Amy Poehler,Envy ,26390,1189,Sam Lerner,1.0,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,40000000.0,2004-01-01,87.0,4.8,PG-13,0,0,1,0,0,0,12
2274,Color,Mark Neveldine,150.0,96.0,83.0,926.0,Clifton Collins Jr.,26000.0,13630226.0,Jason Statham,Crank: High Voltage ,112516,30541,David Carradine,0.0,http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223.0,English,USA,R,20000000.0,2009-01-01,968.0,6.2,R,0,0,0,1,0,0,7
2275,Color,Woody Allen,67.0,98.0,11000.0,967.0,Chazz Palminteri,1000.0,13383737.0,Jim Broadbent,Bullets Over Broadway ,29385,4302,Dianne Wiest,4.0,http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86.0,English,USA,R,20000000.0,1994-01-01,979.0,7.5,R,0,0,0,1,0,0,22
2276,Color,Michael O. Sajbel,36.0,123.0,6.0,85.0,Tiffany Dupont,541.0,13391174.0,James Callis,One Night with the King ,5796,908,Nimrat Kaur,0.0,http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177.0,English,USA,PG,20000000.0,2006-01-01,249.0,6.3,PG,0,1,0,0,0,0,10
2278,Color,Gore Verbinski,156.0,102.0,563.0,385.0,Hope Davis,12000.0,12469811.0,Nicolas Cage,The Weather Man ,69172,13156,Michael Rispoli,1.0,http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316.0,English,USA,R,22000000.0,2005-01-01,442.0,6.6,R,0,0,0,1,0,0,11
2279, Black and White,Walter Hill,64.0,94.0,394.0,565.0,Wes Studi,922.0,12398628.0,Fisher Stevens,Undisputed ,21542,2880,Jon Seda,2.0,http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88.0,English,USA,R,20000000.0,2002-01-01,855.0,6.1,R,0,0,0,1,0,0,14
2280,Color,David Koepp,210.0,102.0,192.0,31.0,Dequina Moore,346.0,13214030.0,Aasif Mandvi,Ghost Town ,60516,500,Jordan Carlos,3.0,http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,20000000.0,2008-01-01,41.0,6.7,PG-13,0,0,1,0,0,0,8
2281,Color,Renny Harlin,113.0,108.0,212.0,347.0,Ashley Scott,969.0,12232937.0,Taylor Cole,12 Rounds ,22823,2799,Nick Gomez,1.0,http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,22000000.0,2009-01-01,794.0,5.6,PG-13,0,0,1,0,0,0,7
2283,Color,Charles T. Kanganis,5.0,93.0,18.0,181.0,Dustin Nguyen,400.0,11784000.0,Victor Wong,3 Ninjas Kick Back ,6701,1151,Don Stark,0.0,http://www.imdb.com/title/tt0109015/?ref_=fn_tt_tt_1,26.0,English,USA,PG,20000000.0,1994-01-01,220.0,4.3,PG,0,1,0,0,0,0,22
2286,Color,John Hillcoat,214.0,115.0,214.0,968.0,Norman Reedus,14000.0,12626905.0,Kate Winslet,Triple 9 ,32567,27214,Clifton Collins Jr.,3.0,http://www.imdb.com/title/tt1712261/?ref_=fn_tt_tt_1,106.0,English,USA,R,20000000.0,2016-01-01,12000.0,6.3,R,0,0,0,1,0,0,0
2287,Color,Woody Allen,104.0,96.0,11000.0,223.0,Lynn Cohen,11000.0,10569071.0,Woody Allen,Deconstructing Harry ,35586,11867,Judy Davis,2.0,http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000.0,1997-01-01,474.0,7.4,R,0,0,0,1,0,0,19
2289,Color,John Wells,175.0,101.0,53.0,580.0,Omar Sy,14000.0,13650738.0,Bradley Cooper,Burnt ,61360,16926,Riccardo Scamarcio,1.0,http://www.imdb.com/title/tt2503944/?ref_=fn_tt_tt_1,129.0,English,USA,R,20000000.0,2015-01-01,1000.0,6.6,R,0,0,0,1,0,0,1
2290,Color,Neil Jordan,20.0,106.0,277.0,383.0,Demi Moore,22000.0,10555348.0,Robert De Niro,We're No Angels ,17349,24887,James Russo,0.0,http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1,42.0,English,USA,PG-13,20000000.0,1989-01-01,2000.0,6.0,PG-13,0,0,1,0,0,0,27
2291,Color,Woody Allen,69.0,101.0,11000.0,2.0,Gaby Hoffmann,1000.0,9714482.0,Natasha Lyonne,Everyone Says I Love You ,30083,1614,Jeff DeRocker,0.0,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000.0,1996-01-01,612.0,6.8,R,0,0,0,1,0,0,20
2292,Color,Frank Oz,168.0,87.0,0.0,548.0,Ewen Bremner,22000.0,8579684.0,Peter Dinklage,Death at a Funeral ,89547,24324,Kris Marshall,0.0,http://www.imdb.com/title/tt0795368/?ref_=fn_tt_tt_1,199.0,English,USA,R,9000000.0,2007-01-01,557.0,7.4,R,0,0,0,1,0,0,9
2293,Color,James Wan,166.0,111.0,0.0,725.0,Kelly Preston,856.0,9525276.0,Aisha Tyler,Death Sentence ,60156,3309,Edi Gathegi,0.0,http://www.imdb.com/title/tt0804461/?ref_=fn_tt_tt_1,299.0,English,USA,R,20000000.0,2007-01-01,742.0,6.8,R,0,0,0,1,0,0,9
2294,Color,Kirk Jones,160.0,99.0,52.0,148.0,James Frain,22000.0,8855646.0,Robert De Niro,Everybody's Fine ,49855,23409,Brendan Sexton III,1.0,http://www.imdb.com/title/tt0780511/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,21000000.0,2009-01-01,1000.0,7.2,PG-13,0,0,1,0,0,0,7
2297,Color,Les Mayfield,53.0,91.0,10.0,436.0,Will Patton,716.0,8104069.0,Callum Rennie,Code Name: The Cleaner ,9785,2700,Cedric the Entertainer,3.0,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1,26.0,English,USA,PG-13,20000000.0,2007-01-01,537.0,4.5,PG-13,0,0,1,0,0,0,9
2298,Color,Michael Lembeck,76.0,108.0,54.0,463.0,Nia Vardalos,786.0,8054280.0,Debbie Reynolds,Connie and Carla ,6838,2730,Dash Mihok,3.0,http://www.imdb.com/title/tt0345074/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2004-01-01,567.0,6.3,PG-13,0,0,1,0,0,0,12
2300,Color,Paul Thomas Anderson,401.0,148.0,0.0,175.0,Katherine Waterston,204.0,8093318.0,Martin Dew,Inherent Vice ,61935,707,Serena Scott Thomas,0.0,http://www.imdb.com/title/tt1791528/?ref_=fn_tt_tt_1,242.0,English,USA,R,20000000.0,2014-01-01,178.0,6.7,R,0,0,0,1,0,0,2
2301,Color,Dave Borthwick,31.0,77.0,3.0,593.0,Kylie Minogue,787.0,7382993.0,Jimmy Fallon,Doogal ,3851,2185,Jon Stewart,0.0,http://www.imdb.com/title/tt0763304/?ref_=fn_tt_tt_1,114.0,English,USA,G,20000000.0,2006-01-01,690.0,2.8,G,1,0,0,0,0,0,10
2302,Color,Benson Lee,65.0,110.0,9.0,826.0,Caity Lotz,997.0,8888355.0,Chris Brown,Battle of the Year ,7894,3177,Laz Alonso,19.0,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,25.0,English,USA,PG-13,20000000.0,2013-01-01,941.0,5.0,PG-13,0,0,1,0,0,0,3
2304,Color,David Zucker,45.0,83.0,119.0,633.0,Geoffrey Arend,885.0,7001720.0,Chriss Anglin,An American Carol ,8560,2907,Gary Coleman,2.0,http://www.imdb.com/title/tt1190617/?ref_=fn_tt_tt_1,205.0,English,USA,PG-13,12000000.0,2008-01-01,816.0,4.3,PG-13,0,0,1,0,0,0,8
2307,Color,Fred Wolf,58.0,87.0,29.0,522.0,Ashley Scott,1000.0,6563357.0,Kevin Alejandro,Strange Wilderness ,18571,4218,Jeff Garlin,4.0,http://www.imdb.com/title/tt0489282/?ref_=fn_tt_tt_1,120.0,English,USA,R,20000000.0,2008-01-01,794.0,5.3,R,0,0,0,1,0,0,8
2311,Color,Richard Linklater,232.0,100.0,0.0,407.0,Keanu Reeves,21000.0,5480996.0,Robert Downey Jr.,A Scanner Darkly ,89383,39507,Rory Cochrane,0.0,http://www.imdb.com/title/tt0405296/?ref_=fn_tt_tt_1,293.0,English,USA,R,8700000.0,2006-01-01,18000.0,7.1,R,0,0,0,1,0,0,10
2312,Color,Michael Apted,116.0,116.0,150.0,956.0,Abigail Spencer,18000.0,6002756.0,Gerard Butler,Chasing Mavericks ,24997,21200,Leven Rambin,2.0,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1,75.0,English,USA,PG,20000000.0,2012-01-01,1000.0,7.2,PG,0,1,0,0,0,0,4
2314,Color,Todd Graff,79.0,111.0,650.0,181.0,Charlie Saxton,690.0,5205343.0,Scott Porter,Bandslam ,11958,1573,Ryan Donowho,3.0,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,39.0,English,USA,PG,20000000.0,2009-01-01,224.0,6.4,PG,0,1,0,0,0,0,7
2315,Color,Jonathan Glazer,167.0,100.0,143.0,430.0,Anne Heche,829.0,5005883.0,Cameron Bright,Birth ,29649,2295,Danny Huston,1.0,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,361.0,English,USA,R,20000000.0,2004-01-01,681.0,6.1,R,0,0,0,1,0,0,12
2316,Color,J.C. Chandor,350.0,125.0,78.0,745.0,Ashley Williams,1000.0,5749134.0,David Oyelowo,A Most Violent Year ,45799,3979,Albert Brooks,0.0,http://www.imdb.com/title/tt2937898/?ref_=fn_tt_tt_1,180.0,English,USA,R,20000000.0,2014-01-01,969.0,7.0,R,0,0,0,1,0,0,2
2318,Color,Marc Abraham,99.0,119.0,18.0,9.0,Bill Lake,20.0,4234040.0,Dylan Authors,Flash of Genius ,14301,64,Victoria Learn,0.0,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,45.0,English,USA,PG-13,20000000.0,2008-01-01,18.0,7.0,PG-13,0,0,1,0,0,0,8
2319, Black and White,Todd Haynes,231.0,135.0,162.0,228.0,Heath Ledger,23000.0,4001121.0,Christian Bale,I'm Not There. ,48346,36398,Tyrone Benskin,0.0,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,230.0,English,USA,R,20000000.0,2007-01-01,13000.0,7.0,R,0,0,0,1,0,0,9
2320,Color,Mabrouk El Mechri,119.0,93.0,19.0,619.0,Bruce Willis,15000.0,3749061.0,Henry Cavill,The Cold Light of Day ,28629,30134,Óscar Jaenada,3.0,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,20000000.0,2012-01-01,13000.0,4.9,PG-13,0,0,1,0,0,0,4
2321,Color,Rian Johnson,182.0,114.0,0.0,446.0,Maximilian Schell,975.0,3519627.0,Zachary Gordon,The Brothers Bloom ,41737,3014,Nora Zehetner,4.0,http://www.imdb.com/title/tt0844286/?ref_=fn_tt_tt_1,105.0,English,USA,PG-13,20000000.0,2008-01-01,877.0,6.9,PG-13,0,0,1,0,0,0,8
2322,Color,Charlie Kaufman,245.0,124.0,0.0,631.0,Jennifer Jason Leigh,22000.0,3081925.0,Philip Seymour Hoffman,"Synecdoche, New York ",55842,24732,Samantha Morton,0.0,http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1,274.0,English,USA,R,21000000.0,2008-01-01,1000.0,7.5,R,0,0,0,1,0,0,8
2325,Color,Nancy Walker,26.0,124.0,42.0,161.0,Randy Jones,801.0,2000000.0,Steve Guttenberg,Can't Stop the Music ,2998,1462,Caitlyn Jenner,0.0,http://www.imdb.com/title/tt0080492/?ref_=fn_tt_tt_1,74.0,English,USA,PG,20000000.0,1980-01-01,174.0,4.5,PG,0,1,0,0,0,0,36
2327,Color,Angelo Pizzo,27.0,118.0,14.0,400.0,Finn Wittrock,2000.0,2246000.0,Donny Boaz,Courage ,2302,3384,Brent Anderson,4.0,http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1,20.0,English,USA,PG,20000000.0,2015-01-01,769.0,7.0,PG,0,1,0,0,0,0,1
2328,Color,Richard Benjamin,28.0,80.0,121.0,587.0,Jane Krakowski,836.0,1646664.0,Damon Wayans,Marci X ,4518,2467,Paula Garcés,2.0,http://www.imdb.com/title/tt0266747/?ref_=fn_tt_tt_1,66.0,English,USA,R,20000000.0,2003-01-01,624.0,2.8,R,0,0,0,1,0,0,13
2329,Color,Kurt Wimmer,146.0,107.0,110.0,722.0,Emily Watson,23000.0,1190018.0,Christian Bale,Equilibrium ,261317,25088,Sean Pertwee,2.0,http://www.imdb.com/title/tt0238380/?ref_=fn_tt_tt_1,1137.0,English,USA,R,20000000.0,2002-01-01,876.0,7.5,R,0,0,0,1,0,0,14
2331,Color,James Gray,93.0,115.0,115.0,977.0,Ellen Burstyn,9000.0,882710.0,Charlize Theron,The Yards ,16215,11433,Faye Dunaway,2.0,http://www.imdb.com/title/tt0138946/?ref_=fn_tt_tt_1,138.0,English,USA,R,24000000.0,2000-01-01,1000.0,6.4,R,0,0,0,1,0,0,16
